44	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K13997	PHX; dihydrolipoamide dehydrogenase-binding protein of pyruvate dehydrogenase complex
45	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K00169	porA; pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]
46	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K00170	porB; pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]
47	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K00172	porC, porG; pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]
48	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K00189	vorG, porG; 2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1]
49	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K00171	por; pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]
50	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K03737	por, nifJ; pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]
51	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K00174	korA, oorA, oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]
52	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K00175	korB, oorB, oforB; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]
53	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K00016	LH, ldh; L-lactate dehydrogenase [EC:1.1.1.27]
54	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K01568	PC, pdc; pyruvate decarboxylase [EC:4.1.1.1]
55	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K13951	AH1_7; alcohol dehydrogenase 1/7 [EC:1.1.1.1]
56	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K13980	AH4; alcohol dehydrogenase 4 [EC:1.1.1.1]
57	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K00121	frmA, AH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]
58	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K13952	AH6; alcohol dehydrogenase 6 [EC:1.1.1.1]
59	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K04072	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]
60	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K13953	adhP; alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]
61	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K13954	yiaY; alcohol dehydrogenase [EC:1.1.1.1]
62	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K18857	AH1; alcohol dehydrogenase class-P [EC:1.1.1.1]
63	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K00001	E1.1.1.1, adh; alcohol dehydrogenase [EC:1.1.1.1]
64	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K00002	AKR1A1, adh; alcohol dehydrogenase (NAP+) [EC:1.1.1.2]
65	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K12957	ahr; alcohol/geraniol dehydrogenase (NAP+) [EC:1.1.1.2 1.1.1.183]
66	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K13979	yahK; alcohol dehydrogenase (NAP+) [EC:1.1.1.2]
67	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K14028	mdh1, mxaF; methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]
68	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K14029	mdh2, mxaI; methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]
69	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K00114	exaA; alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8]
70	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K04022	eutG; alcohol dehydrogenase
71	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K22473	adhA; alcohol dehydrogenase (quinone), dehydrogenase subunit [EC:1.1.5.5]
72	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K22474	adhB; alcohol dehydrogenase (quinone), cytochrome c subunit [EC:1.1.5.5]
73	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K00128	ALH; aldehyde dehydrogenase (NA+) [EC:1.2.1.3]
74	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K14085	ALH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]
75	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K00149	ALH9A1; aldehyde dehydrogenase family 9 member A1 [EC:1.2.1.47 1.2.1.3]
76	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K00129	ALH3; aldehyde dehydrogenase (NA(P)+) [EC:1.2.1.5]
77	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K00138	aldB; aldehyde dehydrogenase [EC:1.2.1.-]
78	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K01895	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]
79	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K01913	AAE7, ACN1; acetate/butyrate---CoA ligase [EC:6.2.1.1 6.2.1.2]
80	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K01905	acdA; acetate---CoA ligase (AP-forming) subunit alpha [EC:6.2.1.13]
81	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K22224	acdB; acetate---CoA ligase (AP-forming) subunit beta [EC:6.2.1.13]
82	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K24012	acdAB; acetate---CoA ligase (AP-forming) [EC:6.2.1.13]
83	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K01785	galM, GALM; aldose 1-epimerase [EC:5.1.3.3]
84	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K01085	agp; glucose-1-phosphatase [EC:3.1.3.10]
85	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K20866	yihX; glucose-1-phosphatase [EC:3.1.3.10]
86	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K01835	pgm; phosphoglucomutase [EC:5.4.2.2]
87	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K15778	pmm-pgm; phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]
88	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K15779	PGM2; phosphoglucomutase / phosphopentomutase [EC:5.4.2.2 5.4.2.7]
89	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K01084	G6PC; glucose-6-phosphatase [EC:3.1.3.9]
90	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K00886	ppgK; polyphosphate glucokinase [EC:2.7.1.63]
91	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K08074	APGK; AP-dependent glucokinase [EC:2.7.1.147]
92	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K01792	E5.1.3.15; glucose-6-phosphate 1-epimerase [EC:5.1.3.15]
93	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K01837	BPGM; bisphosphoglycerate/phosphoglycerate mutase [EC:5.4.2.4 5.4.2.11]
94	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K03103	MINPP1; multiple inositol-polyphosphate phosphatase / 2,3-bisphosphoglycerate 3-phosphatase [EC:3.1.3.62 3.1.3.80]
95	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K11389	gapor; glyceraldehyde-3-phosphate dehydrogenase (ferredoxin) [EC:1.2.7.6]
96	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K00131	gapN; glyceraldehyde-3-phosphate dehydrogenase (NAP+) [EC:1.2.1.9]
97	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K18978	gapN; glyceraldehyde-3-phosphate dehydrogenase [NA(P)+] [EC:1.2.1.90]
98	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K01596	E4.1.1.32, pckA, PCK; phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]
99	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K01610	E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]
100	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K01222	E3.2.1.86A, celF; 6-phospho-beta-glucosidase [EC:3.2.1.86]
101	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K01223	E3.2.1.86B, bglA; 6-phospho-beta-glucosidase [EC:3.2.1.86]
102	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K02777	crr; sugar PTS system EIIA component [EC:2.7.1.-]
103	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K02779	ptsG; glucose PTS system EIICB or EIICBA component [EC:2.7.1.199]
104	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K02791	malX; maltose/glucose PTS system EIICB component [EC:2.7.1.199 2.7.1.208]
105	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K20118	ptsG, glcA, glcB; glucose PTS system EIICBA or EIICB component [EC:2.7.1.199]
106	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K02753	ascF; beta-glucoside (arbutin/salicin/cellobiose) PTS system EIICB component [EC:2.7.1.-]
107	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K01647	CS, gltA; citrate synthase [EC:2.3.3.1]
108	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K01648	ACLY; ATP citrate (pro-S)-lyase [EC:2.3.3.8]
109	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K15230	aclA; ATP-citrate lyase alpha-subunit [EC:2.3.3.8]
110	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K15231	aclB; ATP-citrate lyase beta-subunit [EC:2.3.3.8]
111	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K05942	E2.3.3.3; citrate (Re)-synthase [EC:2.3.3.3]
112	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K01681	ACO, acnA; aconitate hydratase [EC:4.2.1.3]
113	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K01682	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]
114	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K00031	IH1, IH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]
115	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K00030	IH3; isocitrate dehydrogenase (NA+) [EC:1.1.1.41]
116	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K17753	HICH; isocitrate--homoisocitrate dehydrogenase [EC:1.1.1.286]
117	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K00164	OGH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]
118	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K00658	LST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]
119	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K00177	korC, oorC; 2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]
120	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K00176	kor, oor; 2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]
121	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K01902	suc; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]
122	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K01903	sucC; succinyl-CoA synthetase beta subunit [EC:6.2.1.5]
123	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K01899	LSC1; succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5]
124	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K01900	LSC2; succinyl-CoA synthetase beta subunit [EC:6.2.1.4 6.2.1.5]
125	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K18118	aarC, cat1; succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18]
126	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K00234	SHA, SH1; succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]
127	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K00235	SHB, SH2; succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]
128	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K00236	SHC, SH3; succinate dehydrogenase (ubiquinone) cytochrome b560 subunit
129	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K00237	SH, SH4; succinate dehydrogenase (ubiquinone) membrane anchor subunit
130	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K00239	sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]
131	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K00240	sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]
132	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K00241	sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit
133	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K00242	sdh, frd; succinate dehydrogenase / fumarate reductase, membrane anchor subunit
134	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K18859	sdh, frd; succinate dehydrogenase / fumarate reductase, subunit 
135	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K18860	sdh, frd; putative succinate dehydrogenase / fumarate reductase, subunit 
136	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K00244	frdA; fumarate reductase flavoprotein subunit [EC:1.3.5.4]
137	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K00245	frdB; fumarate reductase iron-sulfur subunit [EC:1.3.5.4]
138	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K00246	frdC; fumarate reductase subunit C
139	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K00247	frd; fumarate reductase subunit 
140	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K01676	E4.2.1.2A, fumA, fumB; fumarate hydratase, class I [EC:4.2.1.2]
141	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K01677	E4.2.1.2AA, fumA; fumarate hydratase subunit alpha [EC:4.2.1.2]
142	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K01678	E4.2.1.2AB, fumB; fumarate hydratase subunit beta [EC:4.2.1.2]
143	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K01679	E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]
144	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K01675	fum; fumarate hydratase [EC:4.2.1.2]
145	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K01774	fumE; fumarate hydratase E [EC:4.2.1.2]
146	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K00025	MH1; malate dehydrogenase [EC:1.1.1.37]
147	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K00026	MH2; malate dehydrogenase [EC:1.1.1.37]
148	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K00024	mdh; malate dehydrogenase [EC:1.1.1.37]
149	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K00116	mqo; malate dehydrogenase (quinone) [EC:1.1.5.4]
150	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K01958	PC, pyc; pyruvate carboxylase [EC:6.4.1.1]
151	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K01959	pycA; pyruvate carboxylase subunit A [EC:6.4.1.1]
152	09101 Carbohydrate metabolism	00020 itrate cycle (TA cycle) [PATH:ko00020]	K01960	pycB; pyruvate carboxylase subunit B [EC:6.4.1.1]
153	09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K00036	G6P, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]
154	09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K19243	azf; NA+ dependent glucose-6-phosphate dehydrogenase [EC:1.1.1.388]
155	09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K01057	PGLS, pgl, devB; 6-phosphogluconolactonase [EC:3.1.1.31]
156	09101 Carbohydrate metabolism	00030 Pentose phosphate pathway [PATH:ko00030]	K07404	pgl; 6-phosphogluconolactonase [EC:3.1.1.31]
